model,strategy,fam,epoch,train_loss,valid_loss,valid_f1,test_f1
REDFold,clusS200,srp,125.0,0.0614,0.0923860520124435,0.6831300940313779,0.1925714757146737
REDFold,clusS200,srp,126.0,0.0608,0.0958955362439155,0.6642379677973334,0.19321680621836
REDFold,clusS200,srp,127.0,0.0612,0.0971783548593521,0.6586135438061347,0.1611410970905055
REDFold,clusS200,srp,128.0,0.0624,0.0914718210697174,0.6943459954900941,0.2003618067156633
REDFold,clusS200,srp,129.0,0.0608,0.0920359045267105,0.6954835308820997,0.2068540862028969
REDFold,clusS200,srp,130.0,0.0611,0.0958825498819351,0.6729095348142918,0.2031435264426382
REDFold,clusS200,srp,131.0,0.0627,0.0908342227339744,0.6878310882583144,0.2286892226722456
REDFold,clusS200,srp,132.0,0.0623,0.0882042571902275,0.7019852441419213,0.2194218676872728
REDFold,clusS200,srp,133.0,0.0607,0.0895734652876854,0.6997844957914777,0.2124945697099571
REDFold,clusS200,srp,134.0,0.0624,0.0990571975708007,0.639424972906351,0.1665731338644851
REDFold,clusS200,srp,135.0,0.0654,0.0940252169966697,0.6735144905658119,0.1875643638431394
REDFold,clusS200,srp,136.0,0.0611,0.0916614308953285,0.6946425647473332,0.2008490033710968
REDFold,clusS200,srp,137.0,0.0598,0.0913778468966484,0.7097317647462731,0.2003220346819854
REDFold,clusS200,srp,138.0,0.0596,0.0942530632019043,0.710999274420792,0.1973922169817052
REDFold,clusS200,srp,139.0,0.0593,0.0958800688385963,0.7135053999318965,0.2055904521495235
REDFold,clusS200,srp,140.0,0.0607,0.1029898598790168,0.6468924976495759,0.1983356973532452
REDFold,clusS200,srp,141.0,0.0632,0.0908147394657135,0.692256995874357,0.2056627900893547
REDFold,clusS200,srp,142.0,0.0608,0.0920775309205055,0.7002410246957074,0.213746676342435
REDFold,clusS200,srp,143.0,0.0612,0.0900249481201171,0.6679745577630608,0.1988845003180395
REDFold,clusS200,srp,144.0,0.0627,0.1069927364587783,0.6369021161229477,0.1850892853208625
REDFold,clusS200,srp,145.0,0.0643,0.0964027568697929,0.6849922057026809,0.2036294478015638
REDFold,clusS200,srp,146.0,0.0612,0.0939284712076187,0.6951086491000434,0.2023199207784149
REDFold,clusS200,srp,147.0,0.0599,0.0929989367723465,0.7058780141081228,0.2111011531013101
REDFold,clusS200,srp,148.0,0.0594,0.0914818942546844,0.7179877583619466,0.2046956151553823
REDFold,clusS200,srp,149.0,0.0591,0.0936743840575218,0.7164054248710803,0.2033062834705348
REDFold,clusS200,srp,150.0,0.0598,0.0982440039515495,0.6895504307221827,0.2188459059828055
REDFold,clusS200,srp,151.0,0.0673,0.0908059403300285,0.6768584138563806,0.1868310238324052
REDFold,clusS200,srp,152.0,0.0649,0.0893966555595398,0.6991261593863826,0.2069607414948238
REDFold,clusS200,srp,153.0,0.0653,0.0889072716236114,0.6858643982585244,0.1835604624910427
REDFold,clusS200,srp,154.0,0.0607,0.0894506275653839,0.7030228489688708,0.191743921998849
REDFold,clusS200,srp,155.0,0.0598,0.0889435708522796,0.7112383103640073,0.1930781289470139
REDFold,clusS200,srp,156.0,0.0594,0.0904035195708274,0.7184309203453242,0.1900152901414566
REDFold,clusS200,srp,157.0,0.0591,0.0922359749674797,0.7177018817962408,0.1919654242166869
REDFold,clusS200,srp,158.0,0.0595,0.1012446507811546,0.6923941729954467,0.1805991866000079
REDFold,clusS200,srp,159.0,0.0619,0.0951282083988189,0.6773147837629765,0.2173851775153751
REDFold,clusS200,srp,160.0,0.0631,0.0918519720435142,0.6720414573041702,0.1703942845829808
REDFold,clusS200,srp,161.0,0.0621,0.0925662815570831,0.6958297052632305,0.1923830883482107
REDFold,clusS200,srp,162.0,0.0611,0.0891002863645553,0.7074576075249586,0.191608980913592
REDFold,clusS200,srp,163.0,0.0599,0.0924377813935279,0.7133356094131377,0.1894429564641948
REDFold,clusS200,srp,164.0,0.0598,0.0927794650197029,0.7143569611961469,0.1959618492516991
REDFold,clusS200,srp,165.0,0.0592,0.0907633081078529,0.716009388145662,0.1889252906122474
REDFold,clusS200,srp,166.0,0.0597,0.0973264947533607,0.6931286635851309,0.1786556213281962
REDFold,clusS200,srp,167.0,0.0603,0.0945615395903587,0.6935954346882094,0.194880705436117
REDFold,clusS200,srp,168.0,0.063,0.0923618823289871,0.696936525387219,0.2033288275236431
REDFold,clusS200,srp,169.0,0.0634,0.090500608086586,0.6778959639281549,0.1930233373807282
REDFold,clusS200,srp,170.0,0.0613,0.0910217761993408,0.6960168991933643,0.2059607252683111
REDFold,clusS200,srp,171.0,0.0606,0.0911890119314193,0.7071583536690285,0.2050570547222788
REDFold,clusS200,srp,172.0,0.0598,0.0917003750801086,0.7129433453283309,0.2039506071962332
REDFold,clusS200,srp,173.0,0.0594,0.0945111662149429,0.7137208782645544,0.1970544014431666
REDFold,clusS200,srp,174.0,0.0592,0.0909519270062446,0.7229402636589543,0.1961050447445414
REDFold,clusS200,srp,175.0,0.06,0.0975314974784851,0.6869778739981214,0.1945049389281768
REDFold,clusS200,srp,176.0,0.0602,0.0976877734065055,0.6995207608725161,0.2088057775752373
REDFold,clusS200,srp,177.0,0.06,0.0942145586013794,0.7112807246331692,0.2002179904272423
REDFold,clusS200,srp,178.0,0.0622,0.0912007018923759,0.7024990553733751,0.2022217008843673
REDFold,clusS200,srp,179.0,0.0622,0.0933675691485405,0.6842038711468025,0.2189943814166256
REDFold,clusS200,srp,180.0,0.061,0.0907963067293167,0.7119574964785083,0.2022759852458311
REDFold,clusS200,srp,181.0,0.0595,0.0913654267787933,0.7112725040559608,0.2148207360452826
REDFold,clusS200,srp,182.0,0.0591,0.0930998846888542,0.7190845067595983,0.2106738714789715
REDFold,clusS200,srp,183.0,0.0589,0.0932767018675804,0.7181532860823142,0.2114713394433014
REDFold,clusS200,srp,184.0,0.0595,0.0972439348697662,0.7073338152849346,0.2090155996952055
REDFold,clusS200,srp,185.0,0.0639,0.0945131853222847,0.6792817459686425,0.2097904352196115
REDFold,clusS200,srp,186.0,0.063,0.0902376100420951,0.6940935226517563,0.1991084449719969
REDFold,clusS200,srp,187.0,0.0601,0.0899161398410797,0.7093517926549228,0.2012947512689042
REDFold,clusS200,srp,188.0,0.0593,0.0906525924801826,0.7162943981023885,0.2035263055711955
REDFold,clusS200,srp,189.0,0.059,0.0902197360992431,0.7193487234938738,0.1960792214115504
REDFold,clusS200,srp,190.0,0.059,0.09202291816473,0.7160591231242465,0.2048962732767042
REDFold,clusS200,srp,191.0,0.059,0.0979184210300445,0.7112860380356574,0.2080507589979591
REDFold,clusS200,srp,192.0,0.0639,0.0949266403913497,0.6606540969405588,0.2281815501363733
REDFold,clusS200,srp,193.0,0.0607,0.0905499011278152,0.6991081483341326,0.2067993918737776
REDFold,clusS200,srp,194.0,0.0596,0.0901541113853454,0.7090073031809733,0.2090072886683016
REDFold,clusS200,srp,195.0,0.0591,0.0941540002822876,0.7140743433950159,0.207305793453483
REDFold,clusS200,srp,196.0,0.0588,0.0904767885804176,0.7157414593217859,0.2012308290414007
REDFold,clusS200,srp,197.0,0.0587,0.0927584245800972,0.7180657557230538,0.1961603494639819
REDFold,clusS200,srp,198.0,0.0615,0.0948158502578735,0.683208963368965,0.2289096533842753
REDFold,clusS200,srp,199.0,0.0608,0.0928612947463989,0.6972510515711551,0.2340656071592035
REDFold,clusS200,srp,200.0,0.0596,0.0896558165550232,0.7123195246149938,0.2150163830093893
REDFold,clusS200,tRNA,1.0,0.6435,0.4156006276607513,0.3576590037501577,0.4899721847842896
REDFold,clusS200,tRNA,2.0,0.4072,0.2921773791313171,0.3641147853607845,0.4536211643914444
REDFold,clusS200,tRNA,3.0,0.3105,0.217131957411766,0.4378869787053364,0.4992819900121103
REDFold,clusS200,tRNA,4.0,0.2436,0.1782882213592529,0.4470949960938004,0.5201424669899867
REDFold,clusS200,tRNA,5.0,0.2087,0.1589863747358322,0.3993284324812806,0.4241074440501298
REDFold,clusS200,tRNA,6.0,0.1932,0.1449137777090072,0.4734040627830233,0.5515025910606821
REDFold,clusS200,tRNA,7.0,0.1795,0.139492779970169,0.4451817144354378,0.4764743701977233
REDFold,clusS200,tRNA,8.0,0.1584,0.1242238208651542,0.4852862801977814,0.5188466887774745
REDFold,clusS200,tRNA,9.0,0.1337,0.1334523260593414,0.4077645012892568,0.4352144036639155
REDFold,clusS200,tRNA,10.0,0.1367,0.1260137110948562,0.4413174612969631,0.5258941873217362
REDFold,clusS200,tRNA,11.0,0.128,0.1192290782928466,0.4772306278481721,0.5562048863301712
REDFold,clusS200,tRNA,12.0,0.1136,0.1107751503586769,0.4930815737187248,0.4550964642105156
REDFold,clusS200,tRNA,13.0,0.1067,0.1260334849357605,0.3886492157875809,0.4144045414428357
REDFold,clusS200,tRNA,14.0,0.1067,0.0986723080277443,0.5081454526181768,0.5253693630999374
REDFold,clusS200,tRNA,15.0,0.0923,0.1073514074087143,0.4659395335011284,0.4999608555771283
REDFold,clusS200,tRNA,16.0,0.0963,0.1037385463714599,0.4901218492642287,0.5519010699016923
REDFold,clusS200,tRNA,17.0,0.0916,0.1021599024534225,0.5106980599107566,0.4659850738452297
REDFold,clusS200,tRNA,18.0,0.0916,0.0907423198223114,0.5543779448960505,0.4899186603242114
REDFold,clusS200,tRNA,19.0,0.0772,0.0901392176747322,0.5411048082736498,0.5314340230285459
REDFold,clusS200,tRNA,20.0,0.0804,0.0910546332597732,0.5483063433003608,0.5501145522737184
REDFold,clusS200,tRNA,21.0,0.0871,0.088505282998085,0.5497812138896385,0.5052149757235604
REDFold,clusS200,tRNA,22.0,0.0919,0.1033171266317367,0.4810709376116413,0.4033415887071063
REDFold,clusS200,tRNA,23.0,0.0885,0.0873609781265258,0.5761145657179964,0.4923882977863157
REDFold,clusS200,tRNA,24.0,0.0743,0.0880862921476364,0.5785346455334065,0.5220879476224752
REDFold,clusS200,tRNA,25.0,0.0716,0.0915933772921562,0.5528298182305705,0.5265461447456607
REDFold,clusS200,tRNA,26.0,0.0715,0.093252845108509,0.5590615585188059,0.5847756730197462
REDFold,clusS200,tRNA,27.0,0.0796,0.0977462977170944,0.5019605936759832,0.4629654429012944
REDFold,clusS200,tRNA,28.0,0.0848,0.0898405238986015,0.5829568708994569,0.5106373754995158
REDFold,clusS200,tRNA,29.0,0.0724,0.0920144766569137,0.5452957537291522,0.5253155072356397
REDFold,clusS200,tRNA,30.0,0.0697,0.087735615670681,0.5589097806064572,0.5797360855213654
REDFold,clusS200,tRNA,31.0,0.0715,0.0891713127493858,0.5149159622906375,0.5328209322064388
REDFold,clusS200,tRNA,32.0,0.0755,0.0869464129209518,0.5642223315581013,0.5648537513825674
REDFold,clusS200,tRNA,33.0,0.0807,0.0825052633881568,0.588012290455626,0.555705079542255
REDFold,clusS200,tRNA,34.0,0.0737,0.0824110433459281,0.5735082173049478,0.5538996685855275
REDFold,clusS200,tRNA,35.0,0.0671,0.0825637504458427,0.577404804818483,0.5767034696106536
REDFold,clusS200,tRNA,36.0,0.0637,0.0824631080031395,0.5978806174188298,0.4899689097090234
REDFold,clusS200,tRNA,37.0,0.0646,0.0807951688766479,0.5898690964232285,0.5141185350932094
REDFold,clusS200,tRNA,38.0,0.0661,0.0835223272442817,0.5663680919964555,0.5152290717343914
REDFold,clusS200,tRNA,39.0,0.071,0.084307461977005,0.5687665528202177,0.5279271472646362
REDFold,clusS200,tRNA,40.0,0.0657,0.0866538137197494,0.5274079281265538,0.5292993956056397
REDFold,clusS200,tRNA,41.0,0.0659,0.0812510251998901,0.5927725782341127,0.5213536178050975
REDFold,clusS200,tRNA,42.0,0.069,0.0793854221701622,0.6020445901221845,0.5245724781541918
REDFold,clusS200,tRNA,43.0,0.0633,0.0858733355998992,0.5824073851737269,0.5541605295203321
REDFold,clusS200,tRNA,44.0,0.0619,0.0836201682686805,0.5815822753677552,0.50297037741831
REDFold,clusS200,tRNA,45.0,0.0644,0.0840360149741172,0.5458436377518076,0.5718821875980226
REDFold,clusS200,tRNA,46.0,0.0699,0.0831425786018371,0.5751893404889428,0.4698646914737883
REDFold,clusS200,tRNA,47.0,0.0655,0.0831583365797996,0.5904258916562596,0.5483342325797573
REDFold,clusS200,tRNA,48.0,0.0618,0.0794957131147384,0.6045002072309049,0.5347810572415914
REDFold,clusS200,tRNA,49.0,0.0602,0.080583170056343,0.6164198257781655,0.5160190944404872
REDFold,clusS200,tRNA,50.0,0.0639,0.0831106454133987,0.5850000224062049,0.5201236033564339
REDFold,clusS200,tRNA,51.0,0.0676,0.0870861932635307,0.5385510300520132,0.561809742125606
REDFold,clusS200,tRNA,52.0,0.0647,0.0800222381949424,0.6200101082030688,0.4998027724866897
REDFold,clusS200,tRNA,53.0,0.0588,0.0785995572805404,0.6211307029730178,0.5169049807719438
REDFold,clusS200,tRNA,54.0,0.0578,0.082005076110363,0.6193138976849488,0.5092996749894522
REDFold,clusS200,tRNA,55.0,0.063,0.0910274162888526,0.5549672072899264,0.5402433981681569
REDFold,clusS200,tRNA,56.0,0.0655,0.0837767794728279,0.5768323798253943,0.5465495271613738
REDFold,clusS200,tRNA,57.0,0.0694,0.0868419706821441,0.555975812930808,0.5222474915032713
REDFold,clusS200,tRNA,58.0,0.0655,0.0816838294267654,0.5911151744398275,0.5665156258420565
REDFold,clusS200,tRNA,59.0,0.0596,0.0793032646179199,0.6199501627965647,0.556401671286494
REDFold,clusS200,tRNA,60.0,0.0571,0.0772620663046836,0.6325062068513884,0.531791598091993
REDFold,clusS200,tRNA,61.0,0.0559,0.0825104936957359,0.6000886070024289,0.5888640590770846
REDFold,clusS200,tRNA,62.0,0.0579,0.0918434634804725,0.5298230594341883,0.5184953527864833
REDFold,clusS200,tRNA,63.0,0.0727,0.0818323493003845,0.5807446396569398,0.5335369617430951
REDFold,clusS200,tRNA,64.0,0.0631,0.0802132859826088,0.6193252298045291,0.5673341738330347
REDFold,clusS200,tRNA,65.0,0.0572,0.0780582055449485,0.6385089677314323,0.5311130721944544
REDFold,clusS200,tRNA,66.0,0.0558,0.0788444131612777,0.6333047692320213,0.5368569121420432
REDFold,clusS200,tRNA,67.0,0.0638,0.0825232416391372,0.5807730253852705,0.527216058356033
REDFold,clusS200,tRNA,68.0,0.0653,0.0850617289543151,0.5728254785312337,0.5331848034567854
REDFold,clusS200,tRNA,69.0,0.0599,0.0788757055997848,0.6052813618283268,0.4994088909516425
REDFold,clusS200,tRNA,70.0,0.0564,0.0782826244831085,0.6327141772100229,0.5113197298215784
REDFold,clusS200,tRNA,71.0,0.0551,0.0820306316018104,0.63684171379334,0.5288948405646203
REDFold,clusS200,tRNA,72.0,0.0563,0.0788511931896209,0.610906797278484,0.514412312320864
REDFold,clusS200,tRNA,73.0,0.0652,0.0805146694183349,0.6068859935900959,0.546519260579087
REDFold,clusS200,tRNA,74.0,0.0589,0.0791767612099647,0.6154016559652828,0.5673151304036974
REDFold,clusS200,tRNA,75.0,0.0574,0.079607680439949,0.6002618523357615,0.5689003046821142
REDFold,clusS200,tRNA,76.0,0.0589,0.0808396190404892,0.6014791176025277,0.5495780996506471
REDFold,clusS200,tRNA,77.0,0.0573,0.0823749378323555,0.5994904494267214,0.5643516000829611
REDFold,clusS200,tRNA,78.0,0.057,0.0847488865256309,0.5880556718504257,0.6165740324955211
REDFold,clusS200,tRNA,79.0,0.0578,0.0791513249278068,0.6272295911010497,0.5493033528649136
REDFold,clusS200,tRNA,80.0,0.0585,0.0807923376560211,0.6084237803198459,0.5612176525069125
REDFold,clusS200,tRNA,81.0,0.0614,0.0814383625984191,0.6110784217714789,0.5036066373034007
REDFold,clusS200,tRNA,82.0,0.0579,0.0796964466571807,0.6138838632088015,0.5601097848341215
REDFold,clusS200,tRNA,83.0,0.0564,0.0786098539829254,0.6201689248828435,0.556838538004378
REDFold,clusS200,tRNA,84.0,0.0553,0.0787373855710029,0.6116792737242328,0.5437786846462008
REDFold,clusS200,tRNA,85.0,0.0554,0.0854560807347297,0.5834677369280511,0.5402430632845552
REDFold,clusS200,tRNA,86.0,0.0592,0.0795030444860458,0.6148064776831514,0.5054857534929359
REDFold,clusS200,tRNA,87.0,0.0571,0.0829530656337738,0.6055703793533457,0.5464662925464167
REDFold,clusS200,tRNA,88.0,0.0557,0.0772881433367729,0.6324312531598032,0.56735887194394
REDFold,clusS200,tRNA,89.0,0.0569,0.0832289308309555,0.5825129466885458,0.5768878652131343
REDFold,clusS200,tRNA,90.0,0.0572,0.0786311253905296,0.6117454114697604,0.5672253831102413
REDFold,clusS200,tRNA,91.0,0.0578,0.0822914391756057,0.5890457269546335,0.5509731537970394
REDFold,clusS200,tRNA,92.0,0.0574,0.0848859176039695,0.5938569500390853,0.54284240423606
REDFold,clusS200,tRNA,93.0,0.0551,0.0822545140981674,0.6143067869647483,0.5062100995545346
REDFold,clusS200,tRNA,94.0,0.0566,0.079456627368927,0.6280835143239544,0.5329190433986346
REDFold,clusS200,tRNA,95.0,0.0611,0.0805945098400116,0.6241967571893727,0.5093000156055337
REDFold,clusS200,tRNA,96.0,0.0572,0.0785849243402481,0.6358213161370845,0.5021442728917664
REDFold,clusS200,tRNA,97.0,0.0546,0.0776581168174743,0.6252546513694838,0.5306190872552502
REDFold,clusS200,tRNA,98.0,0.0538,0.078172855079174,0.6408130612501037,0.5177210432612905
REDFold,clusS200,tRNA,99.0,0.0529,0.0790101140737533,0.6385945243008425,0.5597434576600122
REDFold,clusS200,tRNA,100.0,0.0554,0.077965460717678,0.6333872031460746,0.4788692932910408
REDFold,clusS200,tRNA,101.0,0.0561,0.0803843811154365,0.6227145670616243,0.5138704742958478
REDFold,clusS200,tRNA,102.0,0.0626,0.0799653455615043,0.6055436577413912,0.4871066510963577
REDFold,clusS200,tRNA,103.0,0.0567,0.0782862976193428,0.6298248952163119,0.4930583077471756
REDFold,clusS200,tRNA,104.0,0.0555,0.0814464837312698,0.6316888137973706,0.5413644883519972
REDFold,clusS200,tRNA,105.0,0.0562,0.0785817503929138,0.6410823737916433,0.5451464724631666
REDFold,clusS200,tRNA,106.0,0.0544,0.0789532735943794,0.6347821301877414,0.5270795141586148
REDFold,clusS200,tRNA,107.0,0.0532,0.0777581706643104,0.6444034430933732,0.5214111682964958
REDFold,clusS200,tRNA,108.0,0.0535,0.078326366841793,0.634165723519486,0.5447585491000415
REDFold,clusS200,tRNA,109.0,0.0568,0.0807028263807296,0.6106257912570644,0.5580367592105107
REDFold,clusS200,tRNA,110.0,0.0615,0.0819790586829185,0.5989622878639714,0.5258608179279634
REDFold,clusS200,tRNA,111.0,0.0561,0.0816687270998954,0.6183932020150738,0.5711427766334586
REDFold,clusS200,tRNA,112.0,0.0565,0.0795741826295852,0.6330708675750651,0.5414371418359902
REDFold,clusS200,tRNA,113.0,0.0541,0.0776192024350166,0.6444734259613449,0.5085103990539049
REDFold,clusS200,tRNA,114.0,0.0528,0.0783023610711097,0.6471199783650088,0.5108027669798227
REDFold,clusS200,tRNA,115.0,0.0522,0.0788578540086746,0.6557273735412897,0.5130520350367809
REDFold,clusS200,tRNA,116.0,0.0538,0.0820642262697219,0.6261668589853611,0.5269187318959008
REDFold,clusS200,tRNA,117.0,0.0591,0.0822382643818855,0.6042674962599698,0.5121238972449663
REDFold,clusS200,tRNA,118.0,0.0621,0.0844153389334678,0.583220422763569,0.5623396244461997
REDFold,clusS200,tRNA,119.0,0.0601,0.0792343840003013,0.6151653928573101,0.5928759541097447
REDFold,clusS200,tRNA,120.0,0.0547,0.0768515914678573,0.6375374307152206,0.5810455029922427
REDFold,clusS200,tRNA,121.0,0.0532,0.0768573433160781,0.6466868646735251,0.588729977489971
REDFold,clusS200,tRNA,122.0,0.0525,0.077957309782505,0.6496530515258073,0.5745785955961901
REDFold,clusS200,tRNA,123.0,0.0521,0.0783890783786773,0.6501124663856817,0.5726656130080808
REDFold,clusS200,tRNA,124.0,0.0534,0.0867896527051925,0.5913051542534146,0.6203109558726617
REDFold,clusS200,tRNA,125.0,0.0573,0.0792824253439903,0.628367948691873,0.5677178387367682
REDFold,clusS200,tRNA,126.0,0.0597,0.08333420753479,0.6228519610178292,0.5960223087436064
REDFold,clusS200,tRNA,127.0,0.0583,0.0816970989108085,0.6148693689093359,0.5705816032654316
REDFold,clusS200,tRNA,128.0,0.0546,0.0790090039372444,0.6317086907495596,0.5638843096834555
REDFold,clusS200,tRNA,129.0,0.053,0.0777019336819648,0.6421598719020308,0.5498168782837577
REDFold,clusS200,tRNA,130.0,0.0523,0.0761374533176422,0.6523869716178963,0.5331372218559346
REDFold,clusS200,tRNA,131.0,0.0519,0.0789529159665107,0.6479213457443856,0.5062253131834388
REDFold,clusS200,tRNA,132.0,0.0567,0.0828474983572959,0.6304862593774979,0.5697129001889618
REDFold,clusS200,tRNA,133.0,0.0565,0.0827435106039047,0.6154064683308773,0.5838656762095736
REDFold,clusS200,tRNA,134.0,0.057,0.0805530771613121,0.6468192956765658,0.5684886574654833
REDFold,clusS200,tRNA,135.0,0.0538,0.0792358964681625,0.6424768209344786,0.5557892697172374
REDFold,clusS200,tRNA,136.0,0.0528,0.0787602663040161,0.6529424765214346,0.5505268011974428
REDFold,clusS200,tRNA,137.0,0.052,0.0777820572257042,0.6542772658073628,0.5296659406973669
REDFold,clusS200,tRNA,138.0,0.053,0.0791870728135109,0.6506959769145546,0.5421985603965305
REDFold,clusS200,tRNA,139.0,0.0555,0.0817950963973999,0.6314381118604364,0.5752565872762904
REDFold,clusS200,tRNA,140.0,0.0556,0.0849152877926826,0.6165010127225928,0.552822620527506
REDFold,clusS200,tRNA,141.0,0.058,0.0841007903218269,0.6186772435940266,0.5263558171919867
REDFold,clusS200,tRNA,142.0,0.056,0.0800310745835304,0.6348980291145304,0.5425595264116672
REDFold,clusS200,tRNA,143.0,0.0543,0.0782205089926719,0.6366102750347739,0.5307219165163847
REDFold,clusS200,tRNA,144.0,0.0531,0.0778018236160278,0.6461090072671567,0.5290582321972
REDFold,clusS200,tRNA,145.0,0.0522,0.0781320631504058,0.6466273851007079,0.5249139286114233
REDFold,clusS200,tRNA,146.0,0.0529,0.0867722332477569,0.6213305755464497,0.5560540650851757
REDFold,clusS200,tRNA,147.0,0.0553,0.0903942137956619,0.5511685453255986,0.5869535182646014
REDFold,clusS200,tRNA,148.0,0.0577,0.08259117603302,0.6071058601384363,0.5565365338514324
REDFold,clusS200,tRNA,149.0,0.0567,0.084459513425827,0.611534069388097,0.5421108020827075
REDFold,clusS200,tRNA,150.0,0.0556,0.0788957625627517,0.6277037174977341,0.51195225390297
REDFold,clusS200,tRNA,151.0,0.054,0.0783794447779655,0.6431114028922476,0.5341785123980546
REDFold,clusS200,tRNA,152.0,0.0524,0.0781128257513046,0.6504041012610449,0.5230990901507174
REDFold,clusS200,tRNA,153.0,0.0519,0.0778910815715789,0.6535774628694929,0.5165344313207959
REDFold,clusS200,tRNA,154.0,0.0517,0.0796251744031906,0.6513927327147164,0.523594809962925
REDFold,clusS200,tRNA,155.0,0.0558,0.0859278962016105,0.5776366894002166,0.5599895320071343
REDFold,clusS200,tRNA,156.0,0.0562,0.0818786844611167,0.6251820011914753,0.5777882439709825
REDFold,clusS200,tRNA,157.0,0.0541,0.0805671140551567,0.6341190115716413,0.5519407921367229
REDFold,clusS200,tRNA,158.0,0.0531,0.0797822773456573,0.6381493900345679,0.540911911475139
REDFold,clusS200,tRNA,159.0,0.0524,0.07804786413908,0.6477551443927371,0.5327541608683835
REDFold,clusS200,tRNA,160.0,0.0539,0.08036520332098,0.6282692178625936,0.5672788102260801
REDFold,clusS200,tRNA,161.0,0.0547,0.0791800618171691,0.6341513971261574,0.5299966826813054
REDFold,clusS200,tRNA,162.0,0.0575,0.0814142003655433,0.6068271373199616,0.5783863184073506
REDFold,clusS200,tRNA,163.0,0.0568,0.0800980329513549,0.6215635034351246,0.5769023115074767
REDFold,clusS200,tRNA,164.0,0.0541,0.0792150273919105,0.6310167311132737,0.6068516004970677
REDFold,clusS200,tRNA,165.0,0.0525,0.0781903192400932,0.649556720057744,0.6014414329348639
REDFold,clusS200,tRNA,166.0,0.0521,0.078360304236412,0.655032766031115,0.5815623818315263
REDFold,clusS200,tRNA,167.0,0.0519,0.0805807635188102,0.6541964381858194,0.588534805991016
REDFold,clusS200,tRNA,168.0,0.0524,0.0843719989061355,0.6448833374742793,0.6076882532090383
REDFold,clusS200,tRNA,169.0,0.0538,0.0821966901421547,0.6301194527652205,0.5593184623375329
REDFold,clusS200,tRNA,170.0,0.0588,0.082939974963665,0.6142009172582742,0.616471594304135
REDFold,clusS200,tRNA,171.0,0.0562,0.0798943564295768,0.6251430198999511,0.5770794501763623
REDFold,clusS200,tRNA,172.0,0.0538,0.0787364467978477,0.6433837597234404,0.5843826503897307
REDFold,clusS200,tRNA,173.0,0.0534,0.0780539587140083,0.6469419706195764,0.5638254660660668
REDFold,clusS200,tRNA,174.0,0.0525,0.086805872619152,0.6192303206106442,0.5962102073648388
REDFold,clusS200,tRNA,175.0,0.0527,0.0823713243007659,0.6352688538846586,0.5854290460113816
REDFold,clusS200,tRNA,176.0,0.0553,0.0824116244912147,0.6284136833971905,0.5319256910870761
REDFold,clusS200,tRNA,177.0,0.0538,0.0816886276006698,0.6411925743026917,0.5697512579513828
REDFold,clusS200,tRNA,178.0,0.0527,0.0787959694862365,0.650526137180641,0.5547185656095646
REDFold,clusS200,tRNA,179.0,0.0519,0.0786041840910911,0.6488052841536547,0.5425285007194961
REDFold,clusS200,tRNA,180.0,0.0515,0.0787617489695549,0.6504550017870627,0.5421513322733796
REDFold,clusS200,tRNA,181.0,0.0513,0.0796519741415977,0.6487966925248921,0.5407468324883711
REDFold,clusS200,tRNA,182.0,0.054,0.085460640490055,0.5730233058504111,0.5234376202360127
REDFold,clusS200,tRNA,183.0,0.0576,0.0803517922759056,0.620928580077974,0.5296643899312655
REDFold,clusS200,tRNA,184.0,0.0538,0.0812577828764915,0.6353138689995559,0.5714609140966962
REDFold,clusS200,tRNA,185.0,0.0525,0.0789709836244583,0.6490842817743162,0.5604293693345971
REDFold,clusS200,tRNA,186.0,0.0521,0.0792583897709846,0.6547768891465942,0.5568168584615307
REDFold,clusS200,tRNA,187.0,0.0523,0.0822724103927612,0.6380384137314178,0.5319770812364174
REDFold,clusS200,tRNA,188.0,0.0533,0.0874659717082977,0.6165144601011511,0.5787538848932274
REDFold,clusS200,tRNA,189.0,0.0562,0.0822590738534927,0.6242353527510769,0.5330440399069417
REDFold,clusS200,tRNA,190.0,0.0554,0.0837943702936172,0.625442514478377,0.5578975922636213
REDFold,clusS200,tRNA,191.0,0.0537,0.0807898566126823,0.6350517700410818,0.5922334537338678
REDFold,clusS200,tRNA,192.0,0.0526,0.0821419805288314,0.6484906065314373,0.5504777187056561
REDFold,clusS200,tRNA,193.0,0.0527,0.0809499695897102,0.6422095857165013,0.5569330001192726
REDFold,clusS200,tRNA,194.0,0.0554,0.0810679644346237,0.6350146067789254,0.5615204068294257
REDFold,clusS200,tRNA,195.0,0.0527,0.0819062292575836,0.650508117220045,0.57529108510053
REDFold,clusS200,tRNA,196.0,0.0524,0.0798925086855888,0.6442608857603298,0.5652660692238879
REDFold,clusS200,tRNA,197.0,0.0518,0.0815566480159759,0.6497574863442822,0.5630963259964872
REDFold,clusS200,tRNA,198.0,0.0518,0.0804903656244278,0.6509667627250736,0.570719875957549
REDFold,clusS200,tRNA,199.0,0.052,0.0823668166995048,0.6427681172672473,0.5555174346805879
REDFold,clusS200,tRNA,200.0,0.0549,0.0837253704667091,0.6292347971798564,0.5896592742543925
REDFold,clusS200,telomerase,1.0,0.6816,0.4179089069366455,0.317200325234551,0.0322542053323763
REDFold,clusS200,telomerase,2.0,0.4179,0.3021494150161743,0.4032829068525614,0.0809115698903819
