model,strategy,fam,epoch,train_loss,valid_loss,valid_f1,test_f1
REDFold,clusS400,grp1,96.0,0.0685,0.1020484492182731,0.7103444263090009,0.3247462423297409
REDFold,clusS400,grp1,97.0,0.0681,0.099811278283596,0.733074197612104,0.3776686758543834
REDFold,clusS400,grp1,98.0,0.0659,0.099170446395874,0.7481081006785965,0.4091502104246861
REDFold,clusS400,grp1,99.0,0.0675,0.100365050137043,0.7474356569773452,0.3863843565798352
REDFold,clusS400,grp1,100.0,0.0661,0.0977922528982162,0.7510593499941068,0.3898132342634668
REDFold,clusS400,grp1,101.0,0.0659,0.1062479242682457,0.7375075931708949,0.3617896001143647
REDFold,clusS400,grp1,102.0,0.0702,0.1040636375546455,0.732103083596187,0.3525401205361601
REDFold,clusS400,grp1,103.0,0.0676,0.1036179289221763,0.7312094288660831,0.3640792299734071
REDFold,clusS400,grp1,104.0,0.0661,0.102354809641838,0.7463075653891059,0.3889036233037954
REDFold,clusS400,grp1,105.0,0.0657,0.1047152057290077,0.7419776534151998,0.3813934915408024
REDFold,clusS400,grp1,106.0,0.0676,0.1072769090533256,0.7364600665291495,0.3585535422573379
REDFold,clusS400,grp1,107.0,0.0687,0.1023075580596923,0.735564093021971,0.3964275063072842
REDFold,clusS400,grp1,108.0,0.0679,0.1019104868173599,0.7369561241512939,0.3563590582441442
REDFold,clusS400,grp1,109.0,0.0663,0.1000161916017532,0.7445579219231176,0.4040460290268773
REDFold,clusS400,grp1,110.0,0.066,0.0987805128097534,0.7505743312565735,0.4113727551923904
REDFold,clusS400,grp1,111.0,0.0687,0.1014196202158927,0.7298657326157493,0.3731585970355522
REDFold,clusS400,grp1,112.0,0.0681,0.1010027155280113,0.742386532446653,0.4020636868383695
REDFold,clusS400,grp1,113.0,0.0665,0.10199586302042,0.7472092780808738,0.3895426695166762
REDFold,clusS400,grp1,114.0,0.0672,0.102246455848217,0.7392348626737149,0.3848969323188944
REDFold,clusS400,grp1,115.0,0.0713,0.1055653840303421,0.7264965514288442,0.3239490673530932
REDFold,clusS400,grp1,116.0,0.0662,0.1033234894275665,0.7427082934335457,0.3525007424775312
REDFold,clusS400,grp1,117.0,0.065,0.1016620472073555,0.752010670076024,0.3869727772618458
REDFold,clusS400,grp1,118.0,0.0651,0.1049356609582901,0.7468763235356992,0.3949587147084765
REDFold,clusS400,grp1,119.0,0.0688,0.1047594994306564,0.7393925885577339,0.3658430913636946
REDFold,clusS400,grp1,120.0,0.0673,0.1044246032834053,0.729399779185239,0.3671158856594614
REDFold,clusS400,grp1,121.0,0.0663,0.1003175601363182,0.7471962827172349,0.3884760524536849
REDFold,clusS400,grp1,122.0,0.0652,0.1014201790094375,0.7491090236437339,0.3872739194821094
REDFold,clusS400,grp1,123.0,0.067,0.1062752082943916,0.7380895343859689,0.3580246256155946
REDFold,clusS400,grp1,124.0,0.0683,0.1065658926963806,0.7191054091581457,0.3257484560850058
REDFold,clusS400,grp1,125.0,0.0661,0.1028607860207557,0.7356937567524409,0.3637481926476573
REDFold,clusS400,grp1,126.0,0.0667,0.1005434989929199,0.7406550478637194,0.3622551902191163
REDFold,clusS400,grp1,127.0,0.0686,0.1003757342696189,0.7368496720969415,0.3416264565100347
REDFold,clusS400,grp1,128.0,0.0668,0.1024168208241462,0.7408319866477268,0.3700692021831737
REDFold,clusS400,grp1,129.0,0.0655,0.0994684994220733,0.7519226662937861,0.3807067981136568
REDFold,clusS400,grp1,130.0,0.0652,0.1065101251006126,0.7394740028402002,0.4025592120617022
REDFold,clusS400,grp1,131.0,0.0663,0.103156641125679,0.7404180435218863,0.3655225114059057
REDFold,clusS400,grp1,132.0,0.0676,0.100918710231781,0.745530665301818,0.3462464285662966
REDFold,clusS400,grp1,133.0,0.0661,0.1024347096681594,0.7484285327425585,0.382303760453733
REDFold,clusS400,grp1,134.0,0.066,0.1050409972667694,0.7079776896782289,0.2742747797294024
REDFold,clusS400,grp1,135.0,0.0657,0.1042869910597801,0.743081655056775,0.3691341586429719
REDFold,clusS400,grp1,136.0,0.0674,0.1055268123745918,0.7381888936464257,0.3453084058877363
REDFold,clusS400,grp1,137.0,0.0658,0.1027964651584625,0.7436773117213911,0.3901392641800955
REDFold,clusS400,grp1,138.0,0.0665,0.1006232276558876,0.7448077877119129,0.3979351829927409
REDFold,clusS400,grp1,139.0,0.0649,0.1016508638858795,0.7507515058096805,0.3885118661796267
REDFold,clusS400,grp1,140.0,0.0647,0.1024471074342727,0.7495513273029742,0.3895574335147458
REDFold,clusS400,grp1,141.0,0.0669,0.1048696488142013,0.7366441617235686,0.3736542612754549
REDFold,clusS400,grp1,142.0,0.0697,0.1007479801774025,0.7377348399921277,0.3745232339528686
REDFold,clusS400,grp1,143.0,0.0663,0.1095349490642547,0.6614014024584186,0.2399168480391693
REDFold,clusS400,grp1,144.0,0.0656,0.0987609699368476,0.7503100182501096,0.4010869699110723
REDFold,clusS400,grp1,145.0,0.0653,0.1026745364069938,0.7383935188484895,0.373229204888915
REDFold,clusS400,grp1,146.0,0.0664,0.1008927002549171,0.7332951253760448,0.3446473913681499
REDFold,clusS400,grp1,147.0,0.0658,0.1015042141079902,0.7495276338080374,0.3754645486988083
REDFold,clusS400,grp1,148.0,0.0649,0.1023821011185646,0.7375702228637324,0.3730875554404484
REDFold,clusS400,grp1,149.0,0.0659,0.1021929085254669,0.7469587643139542,0.3785841459973952
REDFold,clusS400,grp1,150.0,0.0661,0.105054534971714,0.7426434777428925,0.3547001475488402
REDFold,clusS400,grp1,151.0,0.0661,0.100748635828495,0.7551416062149738,0.3922633366500368
REDFold,clusS400,grp1,152.0,0.065,0.102827601134777,0.7284682538777053,0.3310768906297426
REDFold,clusS400,grp1,153.0,0.0655,0.1016190871596336,0.7535045368549278,0.383208424585291
REDFold,clusS400,grp1,154.0,0.0652,0.1091391369700431,0.7385229078291684,0.3910782090139731
REDFold,clusS400,grp1,155.0,0.0666,0.1031730994582176,0.7493904797713118,0.3749679046848179
REDFold,clusS400,grp1,156.0,0.0653,0.1035673320293426,0.7538351011792565,0.4042897716681647
REDFold,clusS400,grp1,157.0,0.066,0.1032544746994972,0.7462859087862985,0.3919843011668319
REDFold,clusS400,grp1,158.0,0.0653,0.1032598987221717,0.7492013786280955,0.3946422428707464
REDFold,clusS400,grp1,159.0,0.0661,0.1064169853925705,0.7331526055333467,0.3745903282573158
REDFold,clusS400,grp1,160.0,0.0663,0.1026374474167823,0.7375886762356083,0.3572469960195429
REDFold,clusS400,grp1,161.0,0.0651,0.1029005199670791,0.7454047861799201,0.4008251178485229
REDFold,clusS400,grp1,162.0,0.0652,0.1029115244746208,0.7453986888841098,0.3758907718907931
REDFold,clusS400,grp1,163.0,0.0655,0.1024108976125717,0.729367214128744,0.3516899556594272
REDFold,clusS400,grp1,164.0,0.0659,0.1003876775503158,0.7453175723807975,0.3822185183226524
REDFold,clusS400,grp1,165.0,0.0649,0.1054596677422523,0.744394567030809,0.3777202325491443
REDFold,clusS400,grp1,166.0,0.0648,0.1014656722545623,0.7516658656080477,0.3945541266866574
REDFold,clusS400,grp1,167.0,0.0652,0.1070711910724639,0.7360642873984016,0.3651577398022227
REDFold,clusS400,grp1,168.0,0.0665,0.104062981903553,0.7444883110320408,0.3918836788536774
REDFold,clusS400,grp1,169.0,0.0649,0.1019454300403595,0.7510888294599398,0.4165200996875186
REDFold,clusS400,grp1,170.0,0.0651,0.1025778129696846,0.7559733454310944,0.4147322328843037
REDFold,clusS400,grp1,171.0,0.0652,0.1047785952687263,0.7486382848021651,0.376846630530448
REDFold,clusS400,grp1,172.0,0.0648,0.1045635268092155,0.7444241989051893,0.397282461201338
REDFold,clusS400,grp1,173.0,0.0654,0.1027283295989036,0.7342130918822756,0.3710553001887801
REDFold,clusS400,grp1,174.0,0.0654,0.1039718016982078,0.7390823383633721,0.3766271781877859
REDFold,clusS400,grp1,175.0,0.0672,0.1053395941853523,0.700639958227329,0.3425876312429852
REDFold,clusS400,grp1,176.0,0.0672,0.1012021079659462,0.7412620751977417,0.383527285319756
REDFold,clusS400,grp1,177.0,0.0648,0.1022358685731887,0.7491451087472558,0.3913182907725976
REDFold,clusS400,grp1,178.0,0.0643,0.1033052578568458,0.7526696269102564,0.4016027175040607
REDFold,clusS400,grp1,179.0,0.064,0.1035913378000259,0.7544603545579855,0.402279169482802
REDFold,clusS400,grp1,180.0,0.0661,0.1027994155883789,0.7413171006057278,0.3762401598456846
REDFold,clusS400,grp1,181.0,0.0661,0.100684106349945,0.7462748577506757,0.3858914391692901
REDFold,clusS400,grp1,182.0,0.0648,0.1063825860619545,0.7522965426374428,0.4092218141476854
REDFold,clusS400,grp1,183.0,0.065,0.103340283036232,0.7549977827768207,0.3931108512233561
REDFold,clusS400,grp1,184.0,0.0649,0.1044873148202896,0.7492041357010746,0.3857768848349468
REDFold,clusS400,grp1,185.0,0.065,0.1124953106045723,0.724870829145457,0.3220700655686792
REDFold,clusS400,grp1,186.0,0.0646,0.1058950126171112,0.7517531341306011,0.4061148556174238
REDFold,clusS400,grp1,187.0,0.0658,0.1056888625025749,0.7352736476464132,0.3785075889285452
REDFold,clusS400,grp1,188.0,0.0653,0.105144202709198,0.754988033379422,0.3853936758577473
REDFold,clusS400,grp1,189.0,0.0645,0.1081370636820793,0.755607581336282,0.4003035110435706
REDFold,clusS400,grp1,190.0,0.0645,0.1059183850884437,0.7540053641117713,0.3798615113428695
REDFold,clusS400,grp1,191.0,0.0663,0.1063204035162925,0.7362567335086712,0.3617237138365066
REDFold,clusS400,grp1,192.0,0.0666,0.1027702614665031,0.7452359623249744,0.3975059390848342
REDFold,clusS400,grp1,193.0,0.0645,0.1011869385838508,0.7557006096354553,0.3935895182234165
REDFold,clusS400,grp1,194.0,0.0641,0.1037942692637443,0.7581021022287401,0.3941571919771375
REDFold,clusS400,grp1,195.0,0.0654,0.1136589497327804,0.7352142812414977,0.3329547675304833
REDFold,clusS400,grp1,196.0,0.0665,0.1073874905705452,0.7498526918767159,0.3929001287702793
REDFold,clusS400,grp1,197.0,0.0657,0.1036335602402687,0.7575359703992304,0.3866813581451914
REDFold,clusS400,grp1,198.0,0.0644,0.1035190895199775,0.757896829358569,0.3901151069223369
REDFold,clusS400,grp1,199.0,0.0641,0.1085164472460746,0.7548817139589886,0.3745003000754678
REDFold,clusS400,grp1,200.0,0.0656,0.1041710600256919,0.7551219566485411,0.3674147685954367
REDFold,clusS400,srp,1.0,0.5401,0.3233444392681122,0.4829898142100614,0.2026108857076013
REDFold,clusS400,srp,2.0,0.2983,0.2199984341859817,0.4646139074902321,0.1856963329196206
REDFold,clusS400,srp,3.0,0.224,0.1735483855009079,0.5166037825705126,0.1991013780782345
REDFold,clusS400,srp,4.0,0.1788,0.1382819861173629,0.5428661664798966,0.2072401477960187
REDFold,clusS400,srp,5.0,0.1492,0.1346696019172668,0.5492493505612398,0.2088204409528038
REDFold,clusS400,srp,6.0,0.1413,0.1246485710144043,0.5560762868398088,0.1742214448313193
REDFold,clusS400,srp,7.0,0.1285,0.1310265213251114,0.5835407866768426,0.1867184762240474
REDFold,clusS400,srp,8.0,0.1098,0.1191558986902237,0.5681706881145488,0.1849420975177086
REDFold,clusS400,srp,9.0,0.1035,0.113081157207489,0.5929904644446164,0.2282816463900019
REDFold,clusS400,srp,10.0,0.1028,0.1103892028331756,0.5952842019235706,0.2055229779049579
REDFold,clusS400,srp,11.0,0.0914,0.105889193713665,0.6107192786422321,0.2067780132378877
REDFold,clusS400,srp,12.0,0.0873,0.1073695197701454,0.5504553242232088,0.1812784621050095
REDFold,clusS400,srp,13.0,0.0861,0.1030783206224441,0.6047389220003841,0.2130842876140044
REDFold,clusS400,srp,14.0,0.0855,0.1115191876888275,0.5923946012205947,0.2016283562214308
REDFold,clusS400,srp,15.0,0.0805,0.0969076603651046,0.6325391836220255,0.2350537286954818
REDFold,clusS400,srp,16.0,0.0828,0.0981656461954116,0.6366075853871016,0.1937001622274994
REDFold,clusS400,srp,17.0,0.0751,0.1010911241173744,0.6354396503193552,0.1893046823574223
REDFold,clusS400,srp,18.0,0.0733,0.100837267935276,0.6403828928268728,0.1951239118762038
REDFold,clusS400,srp,19.0,0.0729,0.0987030416727066,0.6598775070294515,0.1997403203195513
REDFold,clusS400,srp,20.0,0.071,0.0998214706778526,0.6307654177847509,0.1856363088208347
REDFold,clusS400,srp,21.0,0.0868,0.1043020114302635,0.5916795634098089,0.2010096988828047
REDFold,clusS400,srp,22.0,0.0729,0.0988513305783271,0.6567041030908181,0.1887692106937498
REDFold,clusS400,srp,23.0,0.0701,0.0987792238593101,0.6448662628300037,0.1958536591487301
REDFold,clusS400,srp,24.0,0.0688,0.0922461077570915,0.6745385535463563,0.2127415136390398
REDFold,clusS400,srp,25.0,0.0658,0.09232909232378,0.6628283996379071,0.1967925167113548
REDFold,clusS400,srp,26.0,0.069,0.0933361202478408,0.6719214479505643,0.2133975271517285
REDFold,clusS400,srp,27.0,0.0711,0.0926761850714683,0.6680413073136703,0.2114634676373284
REDFold,clusS400,srp,28.0,0.0692,0.095978133380413,0.6709515482721363,0.2070420158702187
REDFold,clusS400,srp,29.0,0.0652,0.0909509137272834,0.6780365858625276,0.2034510246118594
REDFold,clusS400,srp,30.0,0.0638,0.1030267849564552,0.6146602187658248,0.1762748886185748
REDFold,clusS400,srp,31.0,0.0672,0.097334511578083,0.6515948086705762,0.2278509394112482
REDFold,clusS400,srp,32.0,0.0655,0.0937613844871521,0.6751194761433975,0.2411090420765299
REDFold,clusS400,srp,33.0,0.0651,0.0952174365520477,0.6705436290098632,0.2312567135061019
REDFold,clusS400,srp,34.0,0.0667,0.0933967679738998,0.6811099108061961,0.2208584392381918
REDFold,clusS400,srp,35.0,0.0621,0.0936591476202011,0.6790594856952433,0.2103598761686079
REDFold,clusS400,srp,36.0,0.0695,0.1017591282725334,0.6462562900152489,0.200999392638669
REDFold,clusS400,srp,37.0,0.0668,0.0919626653194427,0.6812745074520524,0.2146927949790414
REDFold,clusS400,srp,38.0,0.0659,0.0949478223919868,0.6688180684309339,0.2043617888529799
REDFold,clusS400,srp,39.0,0.0648,0.0921900570392608,0.6773553058933928,0.2039300617197467
REDFold,clusS400,srp,40.0,0.0612,0.0886938646435737,0.6999378711020615,0.2290161824757693
REDFold,clusS400,srp,41.0,0.0643,0.0930129811167717,0.6719346842614727,0.2336394298891324
REDFold,clusS400,srp,42.0,0.0626,0.0909576117992401,0.68412367565618,0.225531057418404
REDFold,clusS400,srp,43.0,0.0608,0.0930335968732833,0.6649950500012519,0.2162409824004361
REDFold,clusS400,srp,44.0,0.0631,0.0964564085006713,0.672986631329686,0.2055173721465164
REDFold,clusS400,srp,45.0,0.0644,0.0985966995358467,0.6540112309318291,0.1911577276131456
REDFold,clusS400,srp,46.0,0.0624,0.0897772908210754,0.7042488973959339,0.2259976034989759
REDFold,clusS400,srp,47.0,0.0598,0.0911493152379989,0.7032900753835513,0.2169862127885744
REDFold,clusS400,srp,48.0,0.0594,0.0994322970509529,0.6593530851576156,0.2272364247840536
REDFold,clusS400,srp,49.0,0.0658,0.0918080508708953,0.6934687842298163,0.1936558241592497
REDFold,clusS400,srp,50.0,0.0595,0.0925573334097862,0.7039034228686653,0.1971756498591494
REDFold,clusS400,srp,51.0,0.0591,0.0919854491949081,0.711427676217966,0.1945879665857491
REDFold,clusS400,srp,52.0,0.0624,0.0957689955830574,0.690237320772114,0.1887739773067991
REDFold,clusS400,srp,53.0,0.061,0.0951268598437309,0.6819363830314585,0.1827276308547765
REDFold,clusS400,srp,54.0,0.0621,0.0963379591703414,0.6811304354414265,0.178512541714569
REDFold,clusS400,srp,55.0,0.0621,0.0912834629416465,0.6964165687927949,0.2170755419223068
REDFold,clusS400,srp,56.0,0.0589,0.0901009738445282,0.7114158819638999,0.1981640550829118
REDFold,clusS400,srp,57.0,0.059,0.0936505272984504,0.691110675510941,0.1912637500546183
REDFold,clusS400,srp,58.0,0.0635,0.1007268577814102,0.6131096139160424,0.1626971788016341
REDFold,clusS400,srp,59.0,0.0643,0.1012187078595161,0.6318371362281985,0.1785679187860132
REDFold,clusS400,srp,60.0,0.0608,0.0898395702242851,0.7021012882791045,0.1983543990259793
REDFold,clusS400,srp,61.0,0.0581,0.0908180549740791,0.7134660637755651,0.1940541127913382
REDFold,clusS400,srp,62.0,0.0574,0.0963324904441833,0.701217265264912,0.1978532417062303
REDFold,clusS400,srp,63.0,0.0593,0.0901911184191703,0.7128927666111363,0.2123483137356761
REDFold,clusS400,srp,64.0,0.0612,0.091851070523262,0.7007600517371989,0.2012521341627877
REDFold,clusS400,srp,65.0,0.0584,0.0933677479624748,0.7054468654128803,0.2045101157305217
REDFold,clusS400,srp,66.0,0.0598,0.098496600985527,0.6810150269747961,0.2090602460450559
REDFold,clusS400,srp,67.0,0.0604,0.093266449868679,0.6925617232667108,0.2093220690661277
REDFold,clusS400,srp,68.0,0.0589,0.0937894880771637,0.7035835037475434,0.2029765432840487
REDFold,clusS400,srp,69.0,0.0613,0.0941236242651939,0.6846061442538821,0.1926741840099347
REDFold,clusS400,srp,70.0,0.0602,0.103178933262825,0.6299159835695342,0.1982670966776534
REDFold,clusS400,srp,71.0,0.0598,0.0920133367180824,0.7026025012639772,0.2046645740235074
REDFold,clusS400,srp,72.0,0.0574,0.0967624261975288,0.7083034117569064,0.2075794374893814
REDFold,clusS400,srp,73.0,0.0576,0.0929494574666023,0.7117018230148486,0.2132029929699782
REDFold,clusS400,srp,74.0,0.0579,0.0980302169919014,0.6927437904853123,0.2256052714486824
REDFold,clusS400,srp,75.0,0.0606,0.0980209857225418,0.6770541169275173,0.1917052262056984
REDFold,clusS400,srp,76.0,0.0601,0.0966171398758888,0.6773738426734595,0.2311251605512328
REDFold,clusS400,srp,77.0,0.0587,0.0921029523015022,0.7143084322904938,0.2163019242889003
REDFold,clusS400,srp,78.0,0.0586,0.1002847477793693,0.6581171357626523,0.1802128110795972
REDFold,clusS400,srp,79.0,0.0593,0.0994965136051178,0.6732623369549977,0.1596645047753915
REDFold,clusS400,srp,80.0,0.0595,0.0970278456807136,0.6656725181160584,0.1968496655795606
REDFold,clusS400,srp,81.0,0.0585,0.0923092365264892,0.7127206816041296,0.2081771081998304
REDFold,clusS400,srp,82.0,0.0573,0.0914574041962623,0.7138667745170004,0.2145186641139534
REDFold,clusS400,srp,83.0,0.0571,0.1024445295333862,0.6839633612064638,0.1839491090753731
REDFold,clusS400,srp,84.0,0.0587,0.0954548716545105,0.7006325491592246,0.2155947060931676
REDFold,clusS400,srp,85.0,0.0579,0.0944234132766723,0.7095651938082979,0.2038120892201254
REDFold,clusS400,srp,86.0,0.0601,0.0987620651721954,0.68626124003504,0.2198200505216048
REDFold,clusS400,srp,87.0,0.0579,0.0949569717049598,0.7031637926746019,0.2188851951408439
REDFold,clusS400,srp,88.0,0.0576,0.0948304906487464,0.7060311936955425,0.2096381076003392
REDFold,clusS400,srp,89.0,0.0587,0.0930142402648925,0.7119490090300514,0.2104807403282774
REDFold,clusS400,srp,90.0,0.0578,0.0933439657092094,0.711684670027373,0.21882672046365
REDFold,clusS400,srp,91.0,0.0591,0.0926269590854644,0.7113240851548256,0.2143989240358221
REDFold,clusS400,srp,92.0,0.0584,0.0906996876001358,0.7032664209700937,0.2104679430435575
REDFold,clusS400,srp,93.0,0.0575,0.0949069932103157,0.7049831328568378,0.2282210543712153
REDFold,clusS400,srp,94.0,0.0582,0.0924455597996711,0.7089341245244305,0.2205330936185794
REDFold,clusS400,srp,95.0,0.057,0.0943306013941764,0.7136261568905915,0.21181901999816
REDFold,clusS400,srp,96.0,0.0566,0.0978503748774528,0.7046531255341898,0.2241539242878854
REDFold,clusS400,srp,97.0,0.0599,0.094393640756607,0.6954951587668515,0.207268208132723
REDFold,clusS400,srp,98.0,0.0583,0.0929303094744682,0.6951826169893713,0.20258906957879
REDFold,clusS400,srp,99.0,0.0579,0.0943659543991088,0.7049190722121512,0.2040754168645139
REDFold,clusS400,srp,100.0,0.0595,0.093489296734333,0.7108499248290864,0.2038669911781067
REDFold,clusS400,srp,101.0,0.0571,0.0955006852746009,0.7086974671037292,0.2075369624713235
REDFold,clusS400,srp,102.0,0.0564,0.0934121534228324,0.7200352596099034,0.207974851911578
REDFold,clusS400,srp,103.0,0.0561,0.0933263450860977,0.709295638491278,0.1999394525120122
REDFold,clusS400,srp,104.0,0.0589,0.0926582738757133,0.7075002937708562,0.2184296071019826
REDFold,clusS400,srp,105.0,0.0584,0.096211053431034,0.7039634025875031,0.2317991416500832
REDFold,clusS400,srp,106.0,0.0578,0.0968047976493835,0.6939602670603872,0.223954528276101
REDFold,clusS400,srp,107.0,0.0567,0.0963277593255043,0.7096890696658298,0.2219747334078414
REDFold,clusS400,srp,108.0,0.0564,0.0941084027290344,0.7164260100165506,0.2185088574868447
REDFold,clusS400,srp,109.0,0.057,0.0984877422451973,0.7020784307596247,0.2172740536245456
REDFold,clusS400,srp,110.0,0.0577,0.0944337770342826,0.7042904444124719,0.2230423346621315
REDFold,clusS400,srp,111.0,0.0575,0.0937732830643653,0.708080767519581,0.2073137698085924
REDFold,clusS400,srp,112.0,0.0596,0.0924727842211723,0.7092335607539715,0.190228323263575
REDFold,clusS400,srp,113.0,0.0572,0.0941144078969955,0.7138890771220909,0.1973945749862539
REDFold,clusS400,srp,114.0,0.0563,0.093362458050251,0.7163582817859755,0.1985728637069655
REDFold,clusS400,srp,115.0,0.0565,0.0974734127521514,0.7116005873344273,0.2108267518714127
REDFold,clusS400,srp,116.0,0.0598,0.0940123796463012,0.7072053741255973,0.2158040221668377
REDFold,clusS400,srp,117.0,0.057,0.0934072211384773,0.7151387776539011,0.2013565560634566
REDFold,clusS400,srp,118.0,0.0561,0.0929426327347755,0.716685767263234,0.2049998607119247
REDFold,clusS400,srp,119.0,0.056,0.0970428735017776,0.7160920591229756,0.196917559412496
REDFold,clusS400,srp,120.0,0.0571,0.0992601364850997,0.6915824774390535,0.2143806380021757
REDFold,clusS400,srp,121.0,0.0579,0.0947208330035209,0.7092886088556501,0.1796680237492549
REDFold,clusS400,srp,122.0,0.059,0.0950224101543426,0.6820610838742996,0.1860070464839605
REDFold,clusS400,srp,123.0,0.0567,0.0939373075962066,0.7098295916533043,0.2014726833988938
REDFold,clusS400,srp,124.0,0.0558,0.0938644111156463,0.7196980318784837,0.1982889059979717
REDFold,clusS400,srp,125.0,0.0558,0.095025785267353,0.7144144916246112,0.2009419134233054
REDFold,clusS400,srp,126.0,0.058,0.0927277356386184,0.7042509592667469,0.1972965837809579
REDFold,clusS400,srp,127.0,0.0574,0.096108354628086,0.7086789886108978,0.2055611737592206
REDFold,clusS400,srp,128.0,0.0562,0.095732994377613,0.7160170316909598,0.2092583928542983
REDFold,clusS400,srp,129.0,0.0562,0.0974421352148056,0.7140245155590484,0.2109795184823145
REDFold,clusS400,srp,130.0,0.0562,0.0942713394761085,0.7193577979585783,0.2067287329544759
REDFold,clusS400,srp,131.0,0.0592,0.0978329628705978,0.6948034911011665,0.2100417450755026
REDFold,clusS400,srp,132.0,0.0586,0.096512071788311,0.6748187178717883,0.1907601049612789
REDFold,clusS400,srp,133.0,0.0609,0.0906746685504913,0.6988054306656238,0.209465762377381
REDFold,clusS400,srp,134.0,0.0573,0.0946367755532264,0.6991871313989667,0.2022637858171161
REDFold,clusS400,srp,135.0,0.0561,0.091354601085186,0.7105300345867623,0.2192473076867275
REDFold,clusS400,srp,136.0,0.0559,0.0930462032556533,0.7143780193654179,0.2130215729302704
REDFold,clusS400,srp,137.0,0.0557,0.0944767296314239,0.7220760645526947,0.2185288493180967
REDFold,clusS400,srp,138.0,0.0556,0.1040293648838996,0.6786035194038965,0.2160180336862298
REDFold,clusS400,srp,139.0,0.0575,0.1024197936058044,0.705188806441058,0.216430156649305
REDFold,clusS400,srp,140.0,0.0587,0.0994004309177398,0.700869450821585,0.2008197581464921
REDFold,clusS400,srp,141.0,0.0567,0.0963074341416359,0.7080415589459328,0.2166701255670954
REDFold,clusS400,srp,142.0,0.0559,0.0964338183403015,0.712351088244532,0.2160228004669043
REDFold,clusS400,srp,143.0,0.0557,0.0943418964743614,0.721417381536369,0.2068111763323623
REDFold,clusS400,srp,144.0,0.0578,0.0940666645765304,0.7134948609424288,0.208540622191775
REDFold,clusS400,srp,145.0,0.0566,0.0975794345140457,0.7159407990037843,0.2153534556517017
REDFold,clusS400,srp,146.0,0.0564,0.0981067046523094,0.7190995601073404,0.2115529033852393
REDFold,clusS400,srp,147.0,0.0592,0.0964319109916687,0.7116855248736856,0.202235999430935
REDFold,clusS400,srp,148.0,0.0564,0.0961462557315826,0.7142606382111122,0.1974698903701766
REDFold,clusS400,srp,149.0,0.0558,0.0977870672941207,0.7200793549614484,0.209877577477217
REDFold,clusS400,srp,150.0,0.0561,0.1014440208673477,0.6956952718747972,0.2103931001801601
REDFold,clusS400,srp,151.0,0.0573,0.0959004983305931,0.7037077336389275,0.195321935803091
REDFold,clusS400,srp,152.0,0.0621,0.0937418937683105,0.7031512099355935,0.2136477187336012
REDFold,clusS400,srp,153.0,0.0584,0.0914985835552215,0.7050671146748456,0.2140799718019665
REDFold,clusS400,srp,154.0,0.0563,0.0918204709887504,0.7087174169803653,0.2147671175471736
REDFold,clusS400,srp,155.0,0.0557,0.0918879434466362,0.7177583091771234,0.2080073508969772
REDFold,clusS400,srp,156.0,0.0555,0.0976072922348976,0.7147159939728766,0.2114668310418034
REDFold,clusS400,srp,157.0,0.056,0.0973530560731887,0.7103480664163366,0.2270902055627169
REDFold,clusS400,srp,158.0,0.0567,0.0970518812537193,0.7053832026804676,0.2108550715974501
REDFold,clusS400,srp,159.0,0.0569,0.0998867079615593,0.6830341205773066,0.1800726883278119
REDFold,clusS400,srp,160.0,0.0566,0.0984727516770362,0.7049158519609452,0.2042769446270642
REDFold,clusS400,srp,161.0,0.0558,0.0972861126065254,0.7185789415071258,0.1969204370702867
REDFold,clusS400,srp,162.0,0.0595,0.0976002290844917,0.7083271758045198,0.2171152085715767
REDFold,clusS400,srp,163.0,0.0568,0.0948892012238502,0.7192784625857006,0.2204555292784314
REDFold,clusS400,srp,164.0,0.0556,0.0963082462549209,0.7241857601942516,0.2099247384135332
REDFold,clusS400,srp,165.0,0.0553,0.0975724831223487,0.7239437244870752,0.2102320592762993
REDFold,clusS400,srp,166.0,0.0556,0.1012991592288017,0.7123733981988275,0.1898980085059895
REDFold,clusS400,srp,167.0,0.0582,0.0982919558882713,0.7054594338763982,0.2117020439461182
REDFold,clusS400,srp,168.0,0.0569,0.0938125923275947,0.7199826966704189,0.2142012822417475
REDFold,clusS400,srp,169.0,0.0557,0.095842495560646,0.7231020002293089,0.2034052824631132
REDFold,clusS400,srp,170.0,0.056,0.102136954665184,0.7147925260877841,0.2107619899165616
REDFold,clusS400,srp,171.0,0.0571,0.0966107696294784,0.7177032675164016,0.2180574971930865
REDFold,clusS400,srp,172.0,0.0586,0.0957604572176933,0.7087384346250869,0.2125564708282926
REDFold,clusS400,srp,173.0,0.0559,0.0962209925055503,0.7133708001726293,0.2170119341931217
REDFold,clusS400,srp,174.0,0.0555,0.0957793518900871,0.7165909531058307,0.213964180049656
REDFold,clusS400,srp,175.0,0.0555,0.0974637493491172,0.7182120108124407,0.2074568820197332
REDFold,clusS400,srp,176.0,0.0577,0.097876988351345,0.7082318877331499,0.2069906341520078
REDFold,clusS400,srp,177.0,0.0561,0.1010586991906166,0.7142762699097353,0.2163759821236741
REDFold,clusS400,srp,178.0,0.0557,0.0994788259267807,0.7200540546587368,0.2072077695366606
REDFold,clusS400,srp,179.0,0.056,0.0973714515566825,0.7224948957265844,0.2108550339650461
REDFold,clusS400,srp,180.0,0.0565,0.1069115623831749,0.6893605489663233,0.2436294568216779
